TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Ergen	I-OTH	O	O	O	O	O	_	_	_
ist	I-OTH	O	O	O	O	O	_	_	_
18	I-OTH	O	O	O	O	O	_	_	_
Jahre	I-OTH	O	O	O	O	O	_	_	_
u	I-OTH	O	O	O	O	O	_	_	_
Fruchen	I-OTH	O	O	O	O	O	_	_	_
so	I-OTH	O	O	O	O	O	_	_	_
wachsen	I-OTH	O	O	O	O	O	_	_	_
alle	I-OTH	O	O	O	O	O	_	_	_
herrn	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
wir	I-OTH	O	O	O	O	O	_	_	_
werden	I-OTH	O	O	O	O	O	_	_	_
all	I-OTH	O	O	O	O	O	_	_	_
dem	I-OTH	O	O	O	O	O	_	_	_
August	I-OTH	O	O	O	O	O	_	_	_
geht	I-OTH	O	O	O	O	O	_	_	_
es	I-OTH	O	O	O	O	O	_	_	_
hoffentlich	I-OTH	O	O	O	O	O	_	_	_
gut	I-OTH	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
warten	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
ob	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
bald	O	O	O	O	O	O	_	_	_
her	O	O	O	O	O	O	_	_	_
kommt	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
Hochzeit	O	O	O	O	O	O	_	_	_
macht	O	O	O	O	O	O	_	_	_
Deine	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Martha	B-PER	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
schweres	O	O	O	O	O	O	_	_	_
Franz	B-PER	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
tragen	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Kosten	O	O	O	O	O	O	_	_	_
hingen	O	O	O	O	O	O	_	_	_
Alle	O	O	O	O	O	O	_	_	_
Tage	O	O	O	O	O	O	_	_	_
warten	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
seinen	O	O	O	O	O	O	_	_	_
Tod	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
guten	O	O	O	O	O	O	_	_	_
Schlege	O	O	O	O	O	O	_	_	_
erhält	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
lange	O	O	O	O	O	O	_	_	_
Hoffnung	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
keine	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
