TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
beitrugen	I-OTH	O	O	O	O	O	_	_	_
Daran	I-OTH	O	O	O	O	O	_	_	_
schloß	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Vesperbrot	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Kinder	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
welchem	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Land	O	O	O	O	O	O	_	_	_
unter	O	O	O	O	O	O	_	_	_
dieselben	O	O	O	O	O	O	_	_	_
verteilt	O	O	O	O	O	O	_	_	_
wurden	O	O	O	O	O	O	_	_	_
Jetzt	O	O	O	O	O	O	_	_	_
müssen	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
bald	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
Vor	O	O	O	O	O	O	_	_	_
sorge	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
hl	B-OTH	O	O	O	O	O	_	_	_
Weihnachtsfest	I-OTH	O	O	O	O	O	_	_	_
treffen	I-OTH	O	O	O	O	O	_	_	_
damit	I-OTH	O	O	O	O	O	_	_	_
das	I-OTH	O	O	O	O	O	_	_	_
lb	I-OTH	O	O	O	O	O	_	_	_
Christkind	I-OTH	O	O	O	O	O	_	_	_
allen	I-OTH	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
kleine	O	O	O	O	O	O	_	_	_
Fund	O	O	O	O	O	O	_	_	_
bereiten	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
Eine	O	O	O	O	O	O	_	_	_
Kinderhand	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
rasch	O	O	O	O	O	O	_	_	_
gefüllt	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Kindesherz	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
schnell	O	O	O	O	O	O	_	_	_
beglückt	O	O	O	O	O	O	_	_	_
Wenn	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
seine	O	O	O	O	O	O	_	_	_
ei	O	O	O	O	O	O	_	_	_
gene	O	O	O	O	O	O	_	_	_
glückliche	O	O	O	O	O	O	_	_	_
Kindheit	O	O	O	O	O	O	_	_	_
erinnert	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
aufrichtiges	O	O	O	O	O	O	_	_	_
Mitleid	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
jetzigen	O	O	O	O	O	O	_	_	_
Kriegs	O	O	O	O	O	O	_	_	_
kinder	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
denen	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
unverschuldet	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
trauriges	O	O	O	O	O	O	_	_	_
Los	O	O	O	O	O	O	_	_	_
beschieden	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
Wie	O	O	O	O	O	O	_	_	_
trauriges	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
meiner	O	O	O	O	O	O	_	_	_
lb	B-OTH	O	O	O	O	O	_	_	_
Heimat	I-OTH	O	O	O	O	O	_	_	_
aussicht	I-OTH	O	O	O	O	O	_	_	_
könnt	I-OTH	O	O	O	O	O	_	_	_
Ihr	I-OTH	O	O	O	O	O	_	_	_
meine	I-OTH	O	O	O	O	O	_	_	_
l	I-OTH	O	O	O	O	O	_	_	_
Geschwister	I-OTH	O	O	O	O	O	_	_	_
aus	I-OTH	O	O	O	O	O	_	_	_
beiliegender	I-OTH	O	O	O	O	O	_	_	_
Leitung	I-OTH	O	O	O	O	O	_	_	_
ersehen	I-OTH	O	O	O	O	O	_	_	_
Wie	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
Euch	I-OTH	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
letzten	O	O	O	O	O	O	_	_	_
Briefe	O	O	O	O	O	O	_	_	_
meldete	O	O	O	O	O	O	_	_	_
hatte	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Mehrzahl	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Oberschlesischen	O	O	O	O	O	O	_	_	_
Be	O	O	O	O	O	O	_	_	_
völkerung	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
Deutschland	B-LOC	O	O	O	O	O	_	_	_
gestimmt	O	O	O	O	O	O	_	_	_
Wenn	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
menschliche	O	O	O	O	O	O	_	_	_
Gerechtigkeit	O	O	O	O	O	O	_	_	_
Geltung	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
wäre	O	O	O	O	O	O	_	_	_
damit	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
OberSchlesiens	B-LOC	O	O	O	O	O	_	_	_
entschieden	O	O	O	O	O	O	_	_	_
gewesen	O	O	O	O	O	O	_	_	_
Aber	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Franzosen	O	O	O	O	O	O	_	_	_
verhetzt	O	O	O	O	O	O	_	_	_
suchen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Polen	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Gewalt	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
friedlieben	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Landes	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
bemächtigen	O	O	O	O	O	O	_	_	_
Wie	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
gestrige	O	O	O	O	O	O	_	_	_
Leitung	O	O	O	O	O	O	_	_	_
bericht	O	O	O	O	O	O	_	_	_
meldete	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Freite	O	O	O	O	O	O	_	_	_
lung	O	O	O	O	O	O	_	_	_
vernehmen	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
1	O	O	O	O	O	O	_	_	_
Lone	O	O	O	O	O	O	_	_	_
unter	O	O	O	O	O	O	_	_	_
polnisch	O	O	O	O	O	O	_	_	_
Herrschaft	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
2	O	O	O	O	O	O	_	_	_
unter	O	O	O	O	O	O	_	_	_
deutsche	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
3	O	O	O	O	O	O	_	_	_
Zone	O	O	O	O	O	O	_	_	_
welche	O	O	O	O	O	O	_	_	_
zwischen	O	O	O	O	O	O	_	_	_
diesen	O	O	O	O	O	O	_	_	_
beiden	O	O	O	O	O	O	_	_	_
Zonen	O	O	O	O	O	O	_	_	_
liegt	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
allierten	O	O	O	O	O	O	_	_	_
Streitkräften	O	O	O	O	O	O	_	_	_
zuteilen	O	O	O	O	O	O	_	_	_
damit	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
Ordnung	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Lande	O	O	O	O	O	O	_	_	_
sorgen	O	O	O	O	O	O	_	_	_
möchten	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Bedingungen	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
hört	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Deutschland	B-LOC	O	O	O	O	O	_	_	_
stellt	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
sicherer	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
gerechte	O	O	O	O	O	O	_	_	_
Strafe	O	O	O	O	O	O	_	_	_
herausfordern	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
oft	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
lb	B-OTH	O	O	O	O	O	_	_	_
Herrgott	I-OTH	O	O	O	O	O	_	_	_
gedankt	I-OTH	O	O	O	O	O	_	_	_
daß	I-OTH	O	O	O	O	O	_	_	_
Ihr	I-OTH	O	O	O	O	O	_	_	_
meine	I-OTH	O	O	O	O	O	_	_	_
l	I-OTH	O	O	O	O	O	_	_	_
Geschwister	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
Amerika	I-OTH	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
geborgen	O	O	O	O	O	O	_	_	_
seid	O	O	O	O	O	O	_	_	_
Vergeht	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
dafür	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
göttliche	O	O	O	O	O	O	_	_	_
Vorsehung	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
preisen	O	O	O	O	O	O	_	_	_
Wie	O	O	O	O	O	O	_	_	_
schwer	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
Eurem	O	O	O	O	O	O	_	_	_
Abschied	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
lb	O	O	O	O	O	O	_	_	_
Butterchen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Trennung	O	O	O	O	O	O	_	_	_
Doch	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
sehen	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
welch	O	O	O	O	O	O	_	_	_
weiser	O	O	O	O	O	O	_	_	_
Vater	O	O	O	O	O	O	_	_	_
gute	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
damals	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Hand	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Herrn	O	O	O	O	O	O	_	_	_
geführt	O	O	O	O	O	O	_	_	_
hat	B-OTH	O	O	O	O	O	_	_	_
Wie	I-OTH	O	O	O	O	O	_	_	_
geht	I-OTH	O	O	O	O	O	_	_	_
es	I-OTH	O	O	O	O	O	_	_	_
meine	I-OTH	O	O	O	O	O	_	_	_
lb	I-OTH	O	O	O	O	O	_	_	_
Brüder	I-OTH	O	O	O	O	O	_	_	_
Eueren	I-OTH	O	O	O	O	O	_	_	_
lb	I-OTH	O	O	O	O	O	_	_	_
Kindern	I-OTH	O	O	O	O	O	_	_	_
Thekla	I-OTH	O	O	O	O	O	_	_	_
schrieb	I-OTH	O	O	O	O	O	_	_	_
mir	I-OTH	O	O	O	O	O	_	_	_
letzthin	I-OTH	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
erkrankt	O	O	O	O	O	O	_	_	_
seien	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
Familienglieder	B-OTH	O	O	O	O	O	_	_	_
zählt	I-OTH	O	O	O	O	O	_	_	_
denn	I-OTH	O	O	O	O	O	_	_	_
Dein	I-OTH	O	O	O	O	O	_	_	_
Haushalt	I-OTH	O	O	O	O	O	_	_	_
lb	I-OTH	O	O	O	O	O	_	_	_
Bruder	I-OTH	O	O	O	O	O	_	_	_
Franz	I-OTH	O	O	O	O	O	_	_	_
Ich	I-OTH	O	O	O	O	O	_	_	_
weiß	I-OTH	O	O	O	O	O	_	_	_
immer	I-OTH	O	O	O	O	O	_	_	_
nicht	I-OTH	O	O	O	O	O	_	_	_
wenn	I-OTH	O	O	O	O	O	_	_	_
Thekla	I-OTH	O	O	O	O	O	_	_	_
von	I-OTH	O	O	O	O	O	_	_	_
Gerhard	I-OTH	O	O	O	O	O	_	_	_
Josel	I-OTH	O	O	O	O	O	_	_	_
s	I-OTH	O	O	O	O	O	_	_	_
Franzl	I-OTH	O	O	O	O	O	_	_	_
spricht	I-OTH	O	O	O	O	O	_	_	_
ob	I-OTH	O	O	O	O	O	_	_	_
es	I-OTH	O	O	O	O	O	_	_	_
Deine	I-OTH	O	O	O	O	O	_	_	_
oder	I-OTH	O	O	O	O	O	_	_	_
Pauls	I-OTH	O	O	O	O	O	_	_	_
Bübchen	I-OTH	O	O	O	O	O	_	_	_
sind	I-OTH	O	O	O	O	O	_	_	_
Ich	I-OTH	O	O	O	O	O	_	_	_
möchte	I-OTH	O	O	O	O	O	_	_	_
doch	I-OTH	O	O	O	O	O	_	_	_
so	I-OTH	O	O	O	O	O	_	_	_
gene	I-OTH	O	O	O	O	O	_	_	_
mal	I-OTH	O	O	O	O	O	_	_	_
alle	I-OTH	O	O	O	O	O	_	_	_
meine	I-OTH	O	O	O	O	O	_	_	_
strammen	I-OTH	O	O	O	O	O	_	_	_
Neffen	I-OTH	O	O	O	O	O	_	_	_
u	I-OTH	O	O	O	O	O	_	_	_
Nichten	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
Amerika	I-OTH	O	O	O	O	O	_	_	_
kennen	I-OTH	O	O	O	O	O	_	_	_
Im	I-OTH	O	O	O	O	O	_	_	_
Gebete	I-OTH	O	O	O	O	O	_	_	_
denke	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
oft	I-OTH	O	O	O	O	O	_	_	_
an	I-OTH	O	O	O	O	O	_	_	_
Euch	I-OTH	O	O	O	O	O	_	_	_
möge	I-OTH	O	O	O	O	O	_	_	_
Euch	I-OTH	O	O	O	O	O	_	_	_
alle	I-OTH	O	O	O	O	O	_	_	_
daselb	I-OTH	O	O	O	O	O	_	_	_
Gott	I-OTH	O	O	O	O	O	_	_	_
sey	I-OTH	O	O	O	O	O	_	_	_
nen	I-OTH	O	O	O	O	O	_	_	_
u	I-OTH	O	O	O	O	O	_	_	_
beschützen	I-OTH	O	O	O	O	O	_	_	_
u	I-OTH	O	O	O	O	O	_	_	_
buch	I-OTH	O	O	O	O	O	_	_	_
ein	I-OTH	O	O	O	O	O	_	_	_
reicher	I-OTH	O	O	O	O	O	_	_	_
Vergelter	I-OTH	O	O	O	O	O	_	_	_
sein	I-OTH	O	O	O	O	O	_	_	_
für	I-OTH	O	O	O	O	O	_	_	_
alle	I-OTH	O	O	O	O	O	_	_	_
Wohltaten	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
Ihr	I-OTH	O	O	O	O	O	_	_	_
mir	I-OTH	O	O	O	O	O	_	_	_
so	I-OTH	O	O	O	O	O	_	_	_
gütig	I-OTH	O	O	O	O	O	_	_	_
erwie	I-OTH	O	O	O	O	O	_	_	_
sen	I-OTH	O	O	O	O	O	_	_	_
habt	I-OTH	O	O	O	O	O	_	_	_
Empfange	I-OTH	O	O	O	O	O	_	_	_
auch	I-OTH	O	O	O	O	O	_	_	_
für	I-OTH	O	O	O	O	O	_	_	_
das	I-OTH	O	O	O	O	O	_	_	_
schöne	I-OTH	O	O	O	O	O	_	_	_
Rauchflisch	I-OTH	O	O	O	O	O	_	_	_
das	I-OTH	O	O	O	O	O	_	_	_
Du	I-OTH	O	O	O	O	O	_	_	_
lb	I-OTH	O	O	O	O	O	_	_	_
Brüder	I-OTH	O	O	O	O	O	_	_	_
Franz	I-OTH	O	O	O	O	O	_	_	_
mir	I-OTH	O	O	O	O	O	_	_	_
schicktest	I-OTH	O	O	O	O	O	_	_	_
meinen	O	O	O	O	O	O	_	_	_
herzlichsten	O	O	O	O	O	O	_	_	_
Dank	O	O	O	O	O	O	_	_	_
Als	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Pakete	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
April	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
ankamen	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
frisch	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
kühl	B-OTH	O	O	O	O	O	_	_	_
Da	I-OTH	O	O	O	O	O	_	_	_
kam	I-OTH	O	O	O	O	O	_	_	_
mir	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
schwarze	I-OTH	O	O	O	O	O	_	_	_
Wolljake	I-OTH	O	O	O	O	O	_	_	_
von	I-OTH	O	O	O	O	O	_	_	_
Dir	I-OTH	O	O	O	O	O	_	_	_
lb	I-OTH	O	O	O	O	O	_	_	_
Schwe	I-OTH	O	O	O	O	O	_	_	_
ster	I-OTH	O	O	O	O	O	_	_	_
Thekla	I-OTH	O	O	O	O	O	_	_	_
gerade	O	O	O	O	O	O	_	_	_
willkommen	O	O	O	O	O	O	_	_	_
Habe	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
einige	O	O	O	O	O	O	_	_	_
Wochen	O	O	O	O	O	O	_	_	_
getragen	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Hinterge	O	O	O	O	O	O	_	_	_
