TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
den	O	O	O	O	O	O	_	_	_
Tan	O	O	O	O	O	O	_	_	_
ihnen	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Haus	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
geben	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
zwar	O	O	O	O	O	O	_	_	_
bald	O	O	O	O	O	O	_	_	_
Natürlich	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
liebsten	O	O	O	O	O	O	_	_	_
wäre	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ihren	O	O	O	O	O	O	_	_	_
Agnes	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Barthold	B-PER	O	O	O	O	O	_	_	_
räumten	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Platz	B-OTH	O	O	O	O	O	http://www.wikidata.org/entity/Q2099548	_	_
Josef	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
sehe	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Speil	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Aber	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
bitten	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
schreibt	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
gibt	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
beiläufig	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
verstehen	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
warten	O	O	O	O	O	O	_	_	_
machte	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
übergeben	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
eins	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
brach	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
mündlich	O	O	O	O	O	O	_	_	_
aussprechen	O	O	O	O	O	O	_	_	_
konnt	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
werdet	O	O	O	O	O	O	_	_	_
höre	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Gegen	O	O	O	O	O	O	_	_	_
machen	O	O	O	O	O	O	_	_	_
gedrig	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
wahrscheinlich	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
heimlich	O	O	O	O	O	O	_	_	_
geschrieben	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
War	B-LOC	O	O	O	O	O	http://www.wikidata.org/entity/Q2058013	_	_
sagte	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
gesehn	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Zettel	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
schnell	O	O	O	O	O	O	_	_	_
versteckte	O	O	O	O	O	O	_	_	_
Uns	O	O	O	O	O	O	_	_	_
thut	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Seele	B-LOC	O	O	O	O	O	http://www.wikidata.org/entity/Q16052	_	_
leid	O	O	O	O	O	O	_	_	_
wann	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Wetter	B-LOC	O	O	O	O	O	http://www.wikidata.org/entity/Q11343	_	_
gegen	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
keinen	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
helfen	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
dürfen	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
hin	O	O	O	O	O	O	_	_	_
gehe	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
thut	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
7	O	O	O	O	O	O	_	_	_
vorgeschwiglich	O	O	O	O	O	O	_	_	_
leid	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Tasse	O	O	O	O	O	O	_	_	_
Kaffe	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Butter	B-LOC	O	O	O	O	O	http://www.wikidata.org/entity/Q467664	_	_
gab	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
kamen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
soweit	O	O	O	O	O	O	_	_	_
gebracht	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Haus	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
bitten	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
gers	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Forthold	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
Botschuld	O	O	O	O	O	O	_	_	_
kommt	O	O	O	O	O	O	_	_	_
jedem	O	O	O	O	O	O	_	_	_
Sonntag	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
Strebels	O	O	O	O	O	O	_	_	_
bester	O	O	O	O	O	O	_	_	_
fortete	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
wissen	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Geistes	O	O	O	O	O	O	_	_	_
Kind	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
