TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Sie	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
manches	O	O	O	O	O	O	_	_	_
Wort	O	O	O	O	O	O	_	_	_
miteinander	O	O	O	O	O	O	_	_	_
geplaudert	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
Ihnen	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
Gutenschen	O	O	O	O	O	O	_	_	_
ben	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
sicher	O	O	O	O	O	O	_	_	_
ins	O	O	O	O	O	O	_	_	_
Schlachthaus	O	O	O	O	O	O	_	_	_
verbleiben	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
besten	O	O	O	O	O	O	_	_	_
gekommen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
gefül	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Ihnen	O	O	O	O	O	O	_	_	_
gesehen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Mann	O	O	O	O	O	O	_	_	_
läßt	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Eltern	O	O	O	O	O	O	_	_	_
Ihnen	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
So	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Ihnen	O	O	O	O	O	O	_	_	_
sprochen	O	O	O	O	O	O	_	_	_
sorte	O	O	O	O	O	O	_	_	_
Schneider	O	O	O	O	O	O	_	_	_
guter	O	O	O	O	O	O	_	_	_
etiam	O	O	O	O	O	O	_	_	_
wischen	O	O	O	O	O	O	_	_	_
G	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
D	B-PER	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
lassen	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
gingen	O	O	O	O	O	O	_	_	_
helichungen	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
pr	O	O	O	O	O	O	_	_	_
