TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
kleine	I-OTH	O	O	O	O	O	_	_	_
bina	I-OTH	O	O	O	O	O	_	_	_
welche	I-OTH	O	O	O	O	O	_	_	_
schon	I-OTH	O	O	O	O	O	_	_	_
das	I-OTH	O	O	O	O	O	_	_	_
1	I-OTH	O	O	O	O	O	_	_	_
Jahr	I-OTH	O	O	O	O	O	_	_	_
zur	I-OTH	O	O	O	O	O	_	_	_
Schule	I-OTH	O	O	O	O	O	_	_	_
geht	I-OTH	O	O	O	O	O	_	_	_
u	I-OTH	O	O	O	O	O	_	_	_
schon	I-OTH	O	O	O	O	O	_	_	_
etwas	I-OTH	O	O	O	O	O	_	_	_
schreiben	I-OTH	O	O	O	O	O	_	_	_
kann	I-OTH	O	O	O	O	O	_	_	_
bat	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
gleich	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	_
Tante	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Amerika	B-LOC	O	O	O	O	O	_	_	_
schreiben	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
dürfen	O	O	O	O	O	O	_	_	_
Am	O	O	O	O	O	O	_	_	_
28	O	O	O	O	O	O	_	_	_
dieses	O	O	O	O	O	O	_	_	_
Monates	O	O	O	O	O	O	_	_	_
veran	O	O	O	O	O	O	_	_	_
stalteten	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Eltern	O	O	O	O	O	O	_	_	_
fest	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
welchem	O	O	O	O	O	O	_	_	_
unge	O	O	O	O	O	O	_	_	_
Löglinge	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Kleinsten	O	O	O	O	O	O	_	_	_
angefangen	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
4	O	O	O	O	O	O	_	_	_
jährigen	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
Gedichte	B-OTH	O	O	O	O	O	_	_	_
u	I-OTH	O	O	O	O	O	_	_	_
kleine	I-OTH	O	O	O	O	O	_	_	_
Strapertu	I-OTH	O	O	O	O	O	_	_	_
ke	I-OTH	O	O	O	O	O	_	_	_
zur	I-OTH	O	O	O	O	O	_	_	_
Fürscheuerung	I-OTH	O	O	O	O	O	_	_	_
des	I-OTH	O	O	O	O	O	_	_	_
Festo	I-OTH	O	O	O	O	O	_	_	_
beitrügen	I-OTH	O	O	O	O	O	_	_	_
Darau	I-OTH	O	O	O	O	O	_	_	_
schloß	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Kessenbrot	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Kinder	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
welchem	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Hand	O	O	O	O	O	O	_	_	_
unter	O	O	O	O	O	O	_	_	_
dieselben	O	O	O	O	O	O	_	_	_
verteilt	O	O	O	O	O	O	_	_	_
wurden	O	O	O	O	O	O	_	_	_
Jetzt	O	O	O	O	O	O	_	_	_
müssen	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
bald	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
Vor	O	O	O	O	O	O	_	_	_
sorge	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
kl	B-OTH	O	O	O	O	O	_	_	_
Weihnachtsfest	I-OTH	O	O	O	O	O	_	_	_
treffen	I-OTH	O	O	O	O	O	_	_	_
damit	I-OTH	O	O	O	O	O	_	_	_
das	I-OTH	O	O	O	O	O	_	_	_
l	I-OTH	O	O	O	O	O	_	_	_
Christine	I-OTH	O	O	O	O	O	_	_	_
allen	I-OTH	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
kleine	O	O	O	O	O	O	_	_	_
Freude	O	O	O	O	O	O	_	_	_
bereiten	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
Eine	O	O	O	O	O	O	_	_	_
Kinderhand	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
rasch	O	O	O	O	O	O	_	_	_
gefüllt	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Kindesher	B-OTH	O	O	O	O	O	_	_	_
so	I-OTH	O	O	O	O	O	_	_	_
schnell	I-OTH	O	O	O	O	O	_	_	_
beglüdet	I-OTH	O	O	O	O	O	_	_	_
Wenn	I-OTH	O	O	O	O	O	_	_	_
man	I-OTH	O	O	O	O	O	_	_	_
sich	I-OTH	O	O	O	O	O	_	_	_
an	I-OTH	O	O	O	O	O	_	_	_
seine	I-OTH	O	O	O	O	O	_	_	_
ei	I-OTH	O	O	O	O	O	_	_	_
gene	I-OTH	O	O	O	O	O	_	_	_
glückliche	I-OTH	O	O	O	O	O	_	_	_
Kindheit	I-OTH	O	O	O	O	O	_	_	_
erinnert	I-OTH	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
aufrichtiges	O	O	O	O	O	O	_	_	_
Mitleid	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
jetzigen	O	O	O	O	O	O	_	_	_
Kriegs	O	O	O	O	O	O	_	_	_
kinden	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
denen	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
unverschuldet	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
trauriges	O	O	O	O	O	O	_	_	_
Los	O	O	O	O	O	O	_	_	_
beschieden	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
Wie	B-OTH	O	O	O	O	O	_	_	_
trauriges	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
meiner	I-OTH	O	O	O	O	O	_	_	_
lb	I-OTH	O	O	O	O	O	_	_	_
Heimat	I-OTH	O	O	O	O	O	_	_	_
aussicht	I-OTH	O	O	O	O	O	_	_	_
könnt	I-OTH	O	O	O	O	O	_	_	_
Ihr	I-OTH	O	O	O	O	O	_	_	_
meine	I-OTH	O	O	O	O	O	_	_	_
lb	I-OTH	O	O	O	O	O	_	_	_
Geschwister	I-OTH	O	O	O	O	O	_	_	_
aus	I-OTH	O	O	O	O	O	_	_	_
beiliegender	I-OTH	O	O	O	O	O	_	_	_
Leitung	I-OTH	O	O	O	O	O	_	_	_
ersehen	I-OTH	O	O	O	O	O	_	_	_
Wie	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
Buch	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
letzten	I-OTH	O	O	O	O	O	_	_	_
Briefe	I-OTH	O	O	O	O	O	_	_	_
meldete	I-OTH	O	O	O	O	O	_	_	_
hatte	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Behrzahl	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Oberschlesischen	O	O	O	O	O	O	_	_	_
Be	O	O	O	O	O	O	_	_	_
völkerung	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
Deutschland	B-LOC	O	O	O	O	O	_	_	_
gestimmt	O	O	O	O	O	O	_	_	_
Wenn	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
menschliche	O	O	O	O	O	O	_	_	_
Berichtigkeit	O	O	O	O	O	O	_	_	_
haltung	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
wäre	O	O	O	O	O	O	_	_	_
damit	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Los	O	O	O	O	O	O	_	_	_
OberSchlesiens	B-LOC	O	O	O	O	O	_	_	_
entschieden	O	O	O	O	O	O	_	_	_
gewesen	O	O	O	O	O	O	_	_	_
Aber	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Franzosen	O	O	O	O	O	O	_	_	_
verhetzt	O	O	O	O	O	O	_	_	_
suchen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Polen	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Gewalt	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
hiedliebenden	O	O	O	O	O	O	_	_	_
Landes	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
bemächtigen	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
gestrige	O	O	O	O	O	O	_	_	_
Leitungs	O	O	O	O	O	O	_	_	_
bericht	O	O	O	O	O	O	_	_	_
meldete	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Dreite	O	O	O	O	O	O	_	_	_
lung	O	O	O	O	O	O	_	_	_
vornehmen	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
1	O	O	O	O	O	O	_	_	_
Lone	O	O	O	O	O	O	_	_	_
unter	O	O	O	O	O	O	_	_	_
polnisch	O	O	O	O	O	O	_	_	_
Herrschaft	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
2	O	O	O	O	O	O	_	_	_
unter	O	O	O	O	O	O	_	_	_
deutsche	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
S	O	O	O	O	O	O	_	_	_
Lone	O	O	O	O	O	O	_	_	_
welche	O	O	O	O	O	O	_	_	_
zwischen	O	O	O	O	O	O	_	_	_
diesen	O	O	O	O	O	O	_	_	_
beiden	O	O	O	O	O	O	_	_	_
Lonen	O	O	O	O	O	O	_	_	_
liegt	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
allierten	O	O	O	O	O	O	_	_	_
Streitkräften	O	O	O	O	O	O	_	_	_
zuteilen	O	O	O	O	O	O	_	_	_
damit	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
Ordnung	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Lande	O	O	O	O	O	O	_	_	_
sorgen	O	O	O	O	O	O	_	_	_
mochten	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Bedingungen	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
hört	B-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
man	I-OTH	O	O	O	O	O	_	_	_
an	I-OTH	O	O	O	O	O	_	_	_
Deutschland	I-OTH	O	O	O	O	O	_	_	_
stellt	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
sicherer	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
gerechte	O	O	O	O	O	O	_	_	_
Strafe	O	O	O	O	O	O	_	_	_
herausfordern	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
oft	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
lb	B-OTH	O	O	O	O	O	_	_	_
Herrgott	I-OTH	O	O	O	O	O	_	_	_
gedanket	I-OTH	O	O	O	O	O	_	_	_
daß	I-OTH	O	O	O	O	O	_	_	_
Ihr	I-OTH	O	O	O	O	O	_	_	_
meine	I-OTH	O	O	O	O	O	_	_	_
lb	I-OTH	O	O	O	O	O	_	_	_
Geschwister	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
Amerika	I-OTH	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
geborgen	O	O	O	O	O	O	_	_	_
seidl	O	O	O	O	O	O	_	_	_
Vergeht	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
dafür	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
göttliche	O	O	O	O	O	O	_	_	_
Vorsetzung	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
preisen	O	O	O	O	O	O	_	_	_
Wie	O	O	O	O	O	O	_	_	_
schwer	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Abschied	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
lb	O	O	O	O	O	O	_	_	_
Butterchen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Trennung	O	O	O	O	O	O	_	_	_
Doch	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
schen	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
welch	O	O	O	O	O	O	_	_	_
weiser	O	O	O	O	O	O	_	_	_
Vater	B-OTH	O	O	O	O	O	_	_	_
gute	I-OTH	O	O	O	O	O	_	_	_
Gust	I-OTH	O	O	O	O	O	_	_	_
damals	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
Hand	I-OTH	O	O	O	O	O	_	_	_
des	I-OTH	O	O	O	O	O	_	_	_
Herrn	I-OTH	O	O	O	O	O	_	_	_
geführt	I-OTH	O	O	O	O	O	_	_	_
hat	I-OTH	O	O	O	O	O	_	_	_
Wies	I-OTH	O	O	O	O	O	_	_	_
geht	I-OTH	O	O	O	O	O	_	_	_
es	I-OTH	O	O	O	O	O	_	_	_
meine	I-OTH	O	O	O	O	O	_	_	_
lb	I-OTH	O	O	O	O	O	_	_	_
Brüder	I-OTH	O	O	O	O	O	_	_	_
deren	I-OTH	O	O	O	O	O	_	_	_
l	I-OTH	O	O	O	O	O	_	_	_
Kindern	I-OTH	O	O	O	O	O	_	_	_
Ehekla	I-OTH	O	O	O	O	O	_	_	_
schrieb	I-OTH	O	O	O	O	O	_	_	_
mir	I-OTH	O	O	O	O	O	_	_	_
letzthin	I-OTH	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
erkrankt	O	O	O	O	O	O	_	_	_
seien	O	O	O	O	O	O	_	_	_
Wie	O	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
Familienglieder	B-OTH	O	O	O	O	O	_	_	_
zahlt	I-OTH	O	O	O	O	O	_	_	_
den	I-OTH	O	O	O	O	O	_	_	_
Dein	I-OTH	O	O	O	O	O	_	_	_
Haushalt	I-OTH	O	O	O	O	O	_	_	_
lb	I-OTH	O	O	O	O	O	_	_	_
Bruder	I-OTH	O	O	O	O	O	_	_	_
Franz	I-OTH	O	O	O	O	O	_	_	_
Ich	I-OTH	O	O	O	O	O	_	_	_
weiß	I-OTH	O	O	O	O	O	_	_	_
immer	I-OTH	O	O	O	O	O	_	_	_
nicht	I-OTH	O	O	O	O	O	_	_	_
wenn	I-OTH	O	O	O	O	O	_	_	_
Ehekla	I-OTH	O	O	O	O	O	_	_	_
von	I-OTH	O	O	O	O	O	_	_	_
Gerhard	I-OTH	O	O	O	O	O	_	_	_
Josel	I-OTH	O	O	O	O	O	_	_	_
3	I-OTH	O	O	O	O	O	_	_	_
Frage	I-OTH	O	O	O	O	O	_	_	_
spricht	I-OTH	O	O	O	O	O	_	_	_
ob	I-OTH	O	O	O	O	O	_	_	_
es	I-OTH	O	O	O	O	O	_	_	_
Deine	I-OTH	O	O	O	O	O	_	_	_
oder	I-OTH	O	O	O	O	O	_	_	_
Pauls	I-OTH	O	O	O	O	O	_	_	_
Bübchen	I-OTH	O	O	O	O	O	_	_	_
sind	I-OTH	O	O	O	O	O	_	_	_
Ich	I-OTH	O	O	O	O	O	_	_	_
möchte	I-OTH	O	O	O	O	O	_	_	_
doch	I-OTH	O	O	O	O	O	_	_	_
so	I-OTH	O	O	O	O	O	_	_	_
gene	I-OTH	O	O	O	O	O	_	_	_
mal	I-OTH	O	O	O	O	O	_	_	_
alle	I-OTH	O	O	O	O	O	_	_	_
meine	I-OTH	O	O	O	O	O	_	_	_
strammen	I-OTH	O	O	O	O	O	_	_	_
Neffen	I-OTH	O	O	O	O	O	_	_	_
u	I-OTH	O	O	O	O	O	_	_	_
Witten	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
Amerika	I-OTH	O	O	O	O	O	_	_	_
Sonnen	I-OTH	O	O	O	O	O	_	_	_
Im	I-OTH	O	O	O	O	O	_	_	_
Gebet	I-OTH	O	O	O	O	O	_	_	_
denke	I-OTH	O	O	O	O	O	_	_	_
ist	I-OTH	O	O	O	O	O	_	_	_
oft	I-OTH	O	O	O	O	O	_	_	_
an	I-OTH	O	O	O	O	O	_	_	_
Buch	I-OTH	O	O	O	O	O	_	_	_
Möge	I-OTH	O	O	O	O	O	_	_	_
Buch	I-OTH	O	O	O	O	O	_	_	_
alle	I-OTH	O	O	O	O	O	_	_	_
derselb	I-OTH	O	O	O	O	O	_	_	_
Gott	I-OTH	O	O	O	O	O	_	_	_
sey	I-OTH	O	O	O	O	O	_	_	_
nen	I-OTH	O	O	O	O	O	_	_	_
u	I-OTH	O	O	O	O	O	_	_	_
beschützen	I-OTH	O	O	O	O	O	_	_	_
u	I-OTH	O	O	O	O	O	_	_	_
Buch	I-OTH	O	O	O	O	O	_	_	_
ein	I-OTH	O	O	O	O	O	_	_	_
reicher	I-OTH	O	O	O	O	O	_	_	_
Vergelter	I-OTH	O	O	O	O	O	_	_	_
sein	I-OTH	O	O	O	O	O	_	_	_
für	I-OTH	O	O	O	O	O	_	_	_
alle	I-OTH	O	O	O	O	O	_	_	_
Wohltaten	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
Ihr	I-OTH	O	O	O	O	O	_	_	_
mir	I-OTH	O	O	O	O	O	_	_	_
so	I-OTH	O	O	O	O	O	_	_	_
gutig	I-OTH	O	O	O	O	O	_	_	_
an	I-OTH	O	O	O	O	O	_	_	_
sen	I-OTH	O	O	O	O	O	_	_	_
habt	I-OTH	O	O	O	O	O	_	_	_
Empfange	I-OTH	O	O	O	O	O	_	_	_
auch	I-OTH	O	O	O	O	O	_	_	_
für	I-OTH	O	O	O	O	O	_	_	_
das	I-OTH	O	O	O	O	O	_	_	_
schöne	I-OTH	O	O	O	O	O	_	_	_
Rauchfleisch	I-OTH	O	O	O	O	O	_	_	_
das	I-OTH	O	O	O	O	O	_	_	_
Du	I-OTH	O	O	O	O	O	_	_	_
lb	I-OTH	O	O	O	O	O	_	_	_
Bruder	I-OTH	O	O	O	O	O	_	_	_
Franz	I-OTH	O	O	O	O	O	_	_	_
nur	I-OTH	O	O	O	O	O	_	_	_
schicktest	I-OTH	O	O	O	O	O	_	_	_
meinen	O	O	O	O	O	O	_	_	_
herzlichsten	O	O	O	O	O	O	_	_	_
Dank	O	O	O	O	O	O	_	_	_
Als	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Pakete	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
April	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
ankamen	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
frisch	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
kühl	B-OTH	O	O	O	O	O	_	_	_
Da	I-OTH	O	O	O	O	O	_	_	_
kam	I-OTH	O	O	O	O	O	_	_	_
mir	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
schwarze	I-OTH	O	O	O	O	O	_	_	_
Kolleke	I-OTH	O	O	O	O	O	_	_	_
von	I-OTH	O	O	O	O	O	_	_	_
Dir	I-OTH	O	O	O	O	O	_	_	_
ab	I-OTH	O	O	O	O	O	_	_	_
Schwe	I-OTH	O	O	O	O	O	_	_	_
ster	I-OTH	O	O	O	O	O	_	_	_
Thekla	I-OTH	O	O	O	O	O	_	_	_
gerade	O	O	O	O	O	O	_	_	_
willkommen	O	O	O	O	O	O	_	_	_
Habe	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
einige	O	O	O	O	O	O	_	_	_
Wochen	O	O	O	O	O	O	_	_	_
getragen	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Hinterge	O	O	O	O	O	O	_	_	_
