TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
immer	I-OTH	O	O	O	O	O	_	_	_
an	I-OTH	O	O	O	O	O	_	_	_
dem	I-OTH	O	O	O	O	O	_	_	_
Rabe	I-OTH	O	O	O	O	O	_	_	_
sein	I-OTH	O	O	O	O	O	_	_	_
Liebe	I-OTH	O	O	O	O	O	_	_	_
für	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
habe	I-OTH	O	O	O	O	O	_	_	_
ein	I-OTH	O	O	O	O	O	_	_	_
Gas	I-OTH	O	O	O	O	O	_	_	_
fehlen	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
meine	I-OTH	O	O	O	O	O	_	_	_
Zimmer	I-OTH	O	O	O	O	O	_	_	_
kann	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
mir	I-OTH	O	O	O	O	O	_	_	_
aber	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
2	I-OTH	O	O	O	O	O	_	_	_
braten	I-OTH	O	O	O	O	O	_	_	_
abend	I-OTH	O	O	O	O	O	_	_	_
Ich	I-OTH	O	O	O	O	O	_	_	_
wi	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
2	I-OTH	O	O	O	O	O	_	_	_
