TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
wohnen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Butter	B-OTH	FOOD	O	O	O	O	Q34172	_	_
sich	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Gebett	B-OTH	RELIGION	O	O	O	O	Q40953	_	_
nicht	O	O	O	O	O	O	_	_	_
allein	O	O	O	O	O	O	_	_	_
machen	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
liegen	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
fortwährend	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Ohr	O	O	O	O	O	O	_	_	_
ihnen	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Haus	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
geben	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
zwar	O	O	O	O	O	O	_	_	_
bald	O	O	O	O	O	O	_	_	_
Natürlich	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
liebsten	O	O	O	O	O	O	_	_	_
wäre	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ihnen	O	O	O	O	O	O	_	_	_
Agnes	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Barthold	B-PER	O	O	O	O	O	_	_	_
räumten	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Platz	O	O	O	O	O	O	_	_	_
Josef	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Klarer	B-PER	O	O	O	O	O	_	_	_
sehe	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Scheil	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Aber	O	O	O	O	O	O	_	_	_
eines	O	O	O	O	O	O	_	_	_
bitten	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
schreibt	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
gibt	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
beträfen	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
ersehen	O	O	O	O	O	O	_	_	_
dass	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Wetter	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
wachen	O	O	O	O	O	O	_	_	_
möchte	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
übergeben	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
vom	O	O	O	O	O	O	_	_	_
Auch	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
mündlich	O	O	O	O	O	O	_	_	_
aussprechen	O	O	O	O	O	O	_	_	_
konnt	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
werdet	O	O	O	O	O	O	_	_	_
hören	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Augen	O	O	O	O	O	O	_	_	_
machen	O	O	O	O	O	O	_	_	_
Georg	B-PER	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
wahrscheinlich	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
heimlich	O	O	O	O	O	O	_	_	_
geschrieben	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Klare	B-PER	O	O	O	O	O	_	_	_
sagte	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
gesehn	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
jede	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Zettel	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
schnell	O	O	O	O	O	O	_	_	_
versteckte	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
thut	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Seele	B-OTH	RELIGION	O	O	O	O	Q9165	_	_
leid	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
ver	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Butter	B-OTH	FOOD	O	O	O	O	Q34172	_	_
anher	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
kamen	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
helfen	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
dürfen	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
hin	O	O	O	O	O	O	_	_	_
gehe	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
thut	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
h	O	O	O	O	O	O	_	_	_
wahrscheinlich	O	O	O	O	O	O	_	_	_
leid	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Toffe	O	O	O	O	O	O	_	_	_
Kaffe	B-OTH	FOOD	O	O	O	O	Q8486	_	_
die	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Stutter	O	O	O	O	O	O	_	_	_
gab	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
hin	O	O	O	O	O	O	_	_	_
kamen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
hatte	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
weit	O	O	O	O	O	O	_	_	_
gebracht	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Haus	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
betreten	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
Agers	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Barthold	B-PER	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
Berthold	B-PER	O	O	O	O	O	_	_	_
kommt	O	O	O	O	O	O	_	_	_
jeden	O	O	O	O	O	O	_	_	_
Sonntag	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
Sterbels	O	O	O	O	O	O	_	_	_
Schriften	O	O	O	O	O	O	_	_	_
fortante	O	O	O	O	O	O	_	_	_
hen	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
wissen	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
Geistes	O	O	O	O	O	O	_	_	_
Kind	O	O	O	O	O	O	_	_	_
