TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
er	O	O	O	O	O	O	_	_	_
Es	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
reiche	O	O	O	O	O	O	_	_	_
Leute	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Gas	O	O	O	O	O	O	_	_	_
fra	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
hilfsberg	I-LOC	O	O	O	O	O	_	_	_
hie	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
mein	O	O	O	O	O	O	_	_	_
Zimmer	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
viel	O	O	O	O	O	O	_	_	_
denk	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Be	O	O	O	O	O	O	_	_	_
schichte	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
bier	O	O	O	O	O	O	_	_	_
bekom	O	O	O	O	O	O	_	_	_
braten	O	O	O	O	O	O	_	_	_
abend	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
wünsch	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
Schreibe	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
