TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
stattgefunden	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Der	O	O	O	O	O	O	_	_	_
bekannte	O	O	O	O	O	O	_	_	_
Kapitän	O	O	O	O	O	O	_	_	_
Ehrhar	B-PER	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Nähe	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
München	B-LOC	O	O	O	O	O	_	_	_
verhaftet	O	O	O	O	O	O	_	_	_
worden	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Leipzig	B-LOC	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Gefängnis	O	O	O	O	O	O	_	_	_
besonders	O	O	O	O	O	O	_	_	_
be	O	O	O	O	O	O	_	_	_
wachte	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
weite	O	O	O	O	O	O	_	_	_
Wehrung	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
verhindern	O	O	O	O	O	O	_	_	_
So	O	O	O	O	O	O	_	_	_
giebt	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
Neues	O	O	O	O	O	O	_	_	_
In	O	O	O	O	O	O	_	_	_
Italien	B-LOC	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Faszisten	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Ruder	O	O	O	O	O	O	_	_	_
ergriffen	O	O	O	O	O	O	_	_	_
wovon	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
gelesen	O	O	O	O	O	O	_	_	_
hafte	O	O	O	O	O	O	_	_	_
So	O	O	O	O	O	O	_	_	_
ruhig	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ohne	O	O	O	O	O	O	_	_	_
Gewischen	O	O	O	O	O	O	_	_	_
fälle	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Regierungswechsel	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Zeitungen	O	O	O	O	O	O	_	_	_
geschildert	O	O	O	O	O	O	_	_	_
wurde	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Wirklichkeit	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
Vor	O	O	O	O	O	O	_	_	_
einigen	O	O	O	O	O	O	_	_	_
Tagen	O	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
ins	O	O	O	O	O	O	_	_	_
Gesprach	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
Italiener	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
erfuhr	O	O	O	O	O	O	_	_	_
dabei	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Rom	B-LOC	O	O	O	O	O	_	_	_
allein	O	O	O	O	O	O	_	_	_
achtzig	O	O	O	O	O	O	_	_	_
Johe	O	O	O	O	O	O	_	_	_
gegeben	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Durch	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
augen	O	O	O	O	O	O	_	_	_
blicklichen	O	O	O	O	O	O	_	_	_
Erfolg	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Faszisten	O	O	O	O	O	O	_	_	_
ermätigt	O	O	O	O	O	O	_	_	_
bekamen	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Nationalsozialisten	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Baÿern	O	O	O	O	O	O	_	_	_
besonders	O	O	O	O	O	O	_	_	_
München	B-LOC	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
Mut	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
starken	O	O	O	O	O	O	_	_	_
Zuwachs	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Recht	O	O	O	O	O	O	_	_	_
wurde	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Umsturz	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Bayern	B-LOC	O	O	O	O	O	_	_	_
befürchtet	O	O	O	O	O	O	_	_	_
Doch	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Petschgefahr	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
vorbei	O	O	O	O	O	O	_	_	_
