TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Polchen	I-OTH	O	O	O	O	O	_	_	_
was	I-OTH	O	O	O	O	O	_	_	_
schiken	I-OTH	O	O	O	O	O	_	_	_
so	I-OTH	O	O	O	O	O	_	_	_
sein	I-OTH	O	O	O	O	O	_	_	_
Ihr	I-OTH	O	O	O	O	O	_	_	_
105	I-OTH	O	O	O	O	O	_	_	_
Mark	I-OTH	O	O	O	O	O	_	_	_
zahlen	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
Absatz	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
behilflich	O	O	O	O	O	O	_	_	_
dabei	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
versteht	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Brandhöhle	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Papp	O	O	O	O	O	O	_	_	_
Vor	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Schaffen	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
meiste	O	O	O	O	O	O	_	_	_
Kummer	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
bespart	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Feuerung	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
größer	O	O	O	O	O	O	_	_	_
jährigen	O	O	O	O	O	O	_	_	_
Jungen	O	O	O	O	O	O	_	_	_
gezieht	O	O	O	O	O	O	_	_	_
Vieler	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Lebensmittel	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
knappe	O	O	O	O	O	O	_	_	_
hatt	O	O	O	O	O	O	_	_	_
du	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
Gelegenheit	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
Jetzt	O	O	O	O	O	O	_	_	_
bekommen	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Du	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Abgelegte	O	O	O	O	O	O	_	_	_
Rostu	O	O	O	O	O	O	_	_	_
Kopf	O	O	O	O	O	O	_	_	_
pr	O	O	O	O	O	O	_	_	_
Woche	O	O	O	O	O	O	_	_	_
2	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Mehl	O	O	O	O	O	O	_	_	_
Jacke	O	O	O	O	O	O	_	_	_
oder	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
alten	O	O	O	O	O	O	_	_	_
Martel	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
oder	O	O	O	O	O	O	_	_	_
Prot	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
unter	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
hast	O	O	O	O	O	O	_	_	_
Hast	O	O	O	O	O	O	_	_	_
Du	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Samt	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Land	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Kentner	O	O	O	O	O	O	_	_	_
Roggen	O	O	O	O	O	O	_	_	_
mantel	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Du	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
1814	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
Mühe	O	O	O	O	O	O	_	_	_
gekauft	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
wollte	O	O	O	O	O	O	_	_	_
schicken	O	O	O	O	O	O	_	_	_
Vieleich	O	O	O	O	O	O	_	_	_
wurde	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
müssen	O	O	O	O	O	O	_	_	_
50	O	O	O	O	O	O	_	_	_
Mark	O	O	O	O	O	O	_	_	_
bezahlen	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
Umarbeiten	O	O	O	O	O	O	_	_	_
lassen	O	O	O	O	O	O	_	_	_
damit	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
Hungern	O	O	O	O	O	O	_	_	_
brauchen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Margarine	O	O	O	O	O	O	_	_	_
Butter	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Solche	O	O	O	O	O	O	_	_	_
Sachen	O	O	O	O	O	O	_	_	_
könnte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
nothwen	O	O	O	O	O	O	_	_	_
drüben	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
Amerika	B-LOC	O	O	O	O	O	_	_	_
kommt	O	O	O	O	O	O	_	_	_
müssen	O	O	O	O	O	O	_	_	_
gebrauch	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
schland	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
Pfund	B-OTH	O	O	O	O	O	_	_	_
Mark	I-OTH	O	O	O	O	O	_	_	_
zahlen	O	O	O	O	O	O	_	_	_
eben	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
