TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
erfunderscht	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
kan	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Gedanken	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Preis	O	O	O	O	O	O	_	_	_
So	O	O	O	O	O	O	_	_	_
kaufen	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
billig	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
hohe	O	O	O	O	O	O	_	_	_
Valiter	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Dollar	B-OTH	O	O	O	O	O	_	_	_
unserer	O	O	O	O	O	O	_	_	_
Rath	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
diesen	O	O	O	O	O	O	_	_	_
Gelden	O	O	O	O	O	O	_	_	_
Erwartung	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
aufge	O	O	O	O	O	O	_	_	_
abzuhaltete	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
sandte	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Ament	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Hände	O	O	O	O	O	O	_	_	_
forder	O	O	O	O	O	O	_	_	_
offen	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Satowitz	B-LOC	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
Sachen	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Fleiß	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
bekam	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Beckhen	O	O	O	O	O	O	_	_	_
gute	O	O	O	O	O	O	_	_	_
bezahlt	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
hält	O	O	O	O	O	O	_	_	_
senden	O	O	O	O	O	O	_	_	_
dort	O	O	O	O	O	O	_	_	_
holfen	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Freundländische	O	O	O	O	O	O	_	_	_
Offizi	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Geld	O	O	O	O	O	O	_	_	_
aufgebrauch	O	O	O	O	O	O	_	_	_
vnd	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
jede	O	O	O	O	O	O	_	_	_
Decke	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
wollen	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Geschäfts	O	O	O	O	O	O	_	_	_
Schulden	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
H	O	O	O	O	O	O	_	_	_
Padditätsrat	O	O	O	O	O	O	_	_	_
Prother	I-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
meiner	O	O	O	O	O	O	_	_	_
leute	O	O	O	O	O	O	_	_	_
davon	O	O	O	O	O	O	_	_	_
verdienen	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
Vermittler	O	O	O	O	O	O	_	_	_
Schwägerin	O	O	O	O	O	O	_	_	_
v	O	O	O	O	O	O	_	_	_
Zu	O	O	O	O	O	O	_	_	_
meinen	O	O	O	O	O	O	_	_	_
Nahrungssorgen	O	O	O	O	O	O	_	_	_
traf	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
Er	O	O	O	O	O	O	_	_	_
werde	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
vertrauensvoll	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
darf	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Unglück	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Doch	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Hause	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
erfahren	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
verkaufe	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
wohin	O	O	O	O	O	O	_	_	_
Ihre	O	O	O	O	O	O	_	_	_
Angehörigen	O	O	O	O	O	O	_	_	_
versprochen	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
darf	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
schweigen	O	O	O	O	O	O	_	_	_
decken	O	O	O	O	O	O	_	_	_
lassen	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
müssen	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
lebenswürde	O	O	O	O	O	O	_	_	_
Rahmel	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Wackers	O	O	O	O	O	O	_	_	_
kennen	O	O	O	O	O	O	_	_	_
unsere	O	O	O	O	O	O	_	_	_
Stoff	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
ermessen	O	O	O	O	O	O	_	_	_
dadurch	O	O	O	O	O	O	_	_	_
mein	O	O	O	O	O	O	_	_	_
Sohn	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
helfen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
letzterer	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Stadt	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
vom	O	O	O	O	O	O	_	_	_
Militair	O	O	O	O	O	O	_	_	_
würde	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Bratt	O	O	O	O	O	O	_	_	_
meines	O	O	O	O	O	O	_	_	_
Kindes	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
essen	O	O	O	O	O	O	_	_	_
wollen	O	O	O	O	O	O	_	_	_
Pension	O	O	O	O	O	O	_	_	_
Zinsen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
verdient	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
Mein	O	O	O	O	O	O	_	_	_
Sohn	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
Burgemeister	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Patron	O	O	O	O	O	O	_	_	_
seine	O	O	O	O	O	O	_	_	_
Frau	O	O	O	O	O	O	_	_	_
keine	O	O	O	O	O	O	_	_	_
Arbeiten	O	O	O	O	O	O	_	_	_
gefallen	O	O	O	O	O	O	_	_	_
allgemein	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
Es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
jüngste	O	O	O	O	O	O	_	_	_
Tochter	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
H	O	O	O	O	O	O	_	_	_
Sanitätsrat	O	O	O	O	O	O	_	_	_
Rotter	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Ruf	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Puchen	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Sohn	O	O	O	O	O	O	_	_	_
mus	O	O	O	O	O	O	_	_	_
repräsentieren	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
kostet	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
Haushalt	O	O	O	O	O	O	_	_	_
Schwiegertochter	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
ihren	O	O	O	O	O	O	_	_	_
schönen	O	O	O	O	O	O	_	_	_
Decken	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Kaffee	O	O	O	O	O	O	_	_	_
on	O	O	O	O	O	O	_	_	_
beiden	O	O	O	O	O	O	_	_	_
sundhaftete	O	O	O	O	O	O	_	_	_
Preisen	O	O	O	O	O	O	_	_	_
lese	O	O	O	O	O	O	_	_	_
weshalber	O	O	O	O	O	O	_	_	_
vfgerichten	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
bey	O	O	O	O	O	O	_	_	_
geleget	O	O	O	O	O	O	_	_	_
denken	O	O	O	O	O	O	_	_	_
bewendet	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Gefahr	O	O	O	O	O	O	_	_	_
dan	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
sofort	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
begriffen	O	O	O	O	O	O	_	_	_
E	I-PER	O	O	O	O	O	_	_	_
E	I-PER	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
dorfer	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
gewesen	O	O	O	O	O	O	_	_	_
17	O	O	O	O	O	O	_	_	_
