TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
den	O	O	O	O	O	O	_	_	_
vorigen	O	O	O	O	O	O	_	_	_
daher	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
gleich	O	O	O	O	O	O	_	_	_
ausverkauft	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
läßt	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Not	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
leugnen	O	O	O	O	O	O	_	_	_
Das	O	O	O	O	O	O	_	_	_
ganze	O	O	O	O	O	O	_	_	_
Volk	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Deutschland	B-LOC	O	O	O	O	O	Q183	_	_
mit	O	O	O	O	O	O	_	_	_
wenigen	O	O	O	O	O	O	_	_	_
Ausnahme	O	O	O	O	O	O	_	_	_
hänger	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
Was	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Winter	O	O	O	O	O	O	_	_	_
werden	O	O	O	O	O	O	_	_	_
herzlichen	O	O	O	O	O	O	_	_	_
Gruss	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
kleinen	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
deinem	O	O	O	O	O	O	_	_	_
Schwager	O	O	O	O	O	O	_	_	_
Schwach	O	O	O	O	O	O	_	_	_
RENATUS	O	O	O	O	O	O	_	_	_
III	O	O	O	O	O	O	_	_	_
S	O	O	O	O	O	O	_	_	_
S	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
Errichtung	O	O	O	O	O	O	_	_	_
eines	O	O	O	O	O	O	_	_	_
Tribunals	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
angeschlagen	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
jeder	O	O	O	O	O	O	_	_	_
gestellt	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Staat	O	O	O	O	O	O	_	_	_
unter	O	O	O	O	O	O	_	_	_
Es	O	O	O	O	O	O	_	_	_
giebt	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Unschuldig	O	O	O	O	O	O	_	_	_
oder	O	O	O	O	O	O	_	_	_
schuldig	O	O	O	O	O	O	_	_	_
Unschuldig	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
sei	O	O	O	O	O	O	_	_	_
schuldig	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
Todesstrafe	O	O	O	O	O	O	_	_	_
Revision	O	O	O	O	O	O	_	_	_
gibt	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
Große	O	O	O	O	O	O	_	_	_
Menschenmassen	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Straßen	O	O	O	O	O	O	_	_	_
Alles	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
zufregung	O	O	O	O	O	O	_	_	_
2	O	O	O	O	O	O	_	_	_
Uhr	O	O	O	O	O	O	_	_	_
nachmittag	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
ganze	O	O	O	O	O	O	_	_	_
Sache	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
ungeworfen	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
kehr	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Reichswehr	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
Hitler	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
huder	O	O	O	O	O	O	_	_	_
dorf	O	O	O	O	O	O	_	_	_
Am	O	O	O	O	O	O	_	_	_
Marplatz	B-LOC	O	O	O	O	O	_	_	_
höre	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
Kämpfe	O	O	O	O	O	O	_	_	_
gegeben	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
dendorfall	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
Hittler	O	O	O	O	O	O	_	_	_
verwundet	O	O	O	O	O	O	_	_	_
Im	O	O	O	O	O	O	_	_	_
ganzen	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
zwölf	O	O	O	O	O	O	_	_	_
Jose	B-PER	O	O	O	O	O	_	_	_
gegeben	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Aufregung	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
ungeheuer	O	O	O	O	O	O	_	_	_
kein	O	O	O	O	O	O	_	_	_
Mensch	O	O	O	O	O	O	_	_	_
kennt	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
Hiddendorf	B-LOC	O	O	O	O	O	_	_	_
einwendet	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
