TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
Satz	O	O	O	O	O	O	_	_	_
gen	O	O	O	O	O	O	_	_	_
wünschen	O	O	O	O	O	O	_	_	_
Höchte	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
Dir	O	O	O	O	O	O	_	_	_
vergönnt	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
diesen	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Bräutigam	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
Schlesien	B-LOC	O	O	O	O	O	Q81720	_	_
gewählt	O	O	O	O	O	O	_	_	_
Tage	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
oft	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Kise	O	O	O	O	O	O	_	_	_
Deiner	O	O	O	O	O	O	_	_	_
glücklichen	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Das	O	O	O	O	O	O	_	_	_
Geschwister	O	O	O	O	O	O	_	_	_
müssen	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
wirklich	O	O	O	O	O	O	_	_	_
bra	O	O	O	O	O	O	_	_	_
Familie	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
leben	O	O	O	O	O	O	_	_	_
Habe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
letzten	O	O	O	O	O	O	_	_	_
Frie	O	O	O	O	O	O	_	_	_
ve	O	O	O	O	O	O	_	_	_
Leutchen	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
meinte	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
weil	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
ihre	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
gefüret	O	O	O	O	O	O	_	_	_
weil	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
meldet	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Du	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
Thekla	B-PER	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
Aner	O	O	O	O	O	O	_	_	_
1	O	O	O	O	O	O	_	_	_
Kinderen	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
sichert	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Motz	O	O	O	O	O	O	_	_	_
personlicher	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
haner	O	O	O	O	O	O	_	_	_
verheiraten	O	O	O	O	O	O	_	_	_
wille	O	O	O	O	O	O	_	_	_
Bedaure	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
Ab	O	O	O	O	O	O	_	_	_
materieller	O	O	O	O	O	O	_	_	_
Opfer	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
katholische	O	O	O	O	O	O	_	_	_
Schule	O	O	O	O	O	O	_	_	_
schrich	O	O	O	O	O	O	_	_	_
Paul	B-PER	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Eheklas	O	O	O	O	O	O	_	_	_
Vermahlung	O	O	O	O	O	O	_	_	_
erst	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
näheres	O	O	O	O	O	O	_	_	_
erfuhr	O	O	O	O	O	O	_	_	_
Wie	O	O	O	O	O	O	_	_	_
gerne	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
kör	O	O	O	O	O	O	_	_	_
Der	O	O	O	O	O	O	_	_	_
Gemeier	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
hl	O	O	O	O	O	O	_	_	_
Paulchen	O	O	O	O	O	O	_	_	_
freut	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
sonst	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
Glückwünsche	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
ihrem	O	O	O	O	O	O	_	_	_
Ehren	O	O	O	O	O	O	_	_	_
Gewiss	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
gute	O	O	O	O	O	O	_	_	_
Erfolg	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Schule	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Lohn	O	O	O	O	O	O	_	_	_
Tage	O	O	O	O	O	O	_	_	_
früher	O	O	O	O	O	O	_	_	_
gesandt	O	O	O	O	O	O	_	_	_
Über	O	O	O	O	O	O	_	_	_
Buttichers	O	O	O	O	O	O	_	_	_
trank	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
tägl	O	O	O	O	O	O	_	_	_
Besuch	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Kl	O	O	O	O	O	O	_	_	_
Hasse	O	O	O	O	O	O	_	_	_
Vielleicht	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
ung	O	O	O	O	O	O	_	_	_
scheint	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
Lieben	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
vergönnt	O	O	O	O	O	O	_	_	_
Ende	O	O	O	O	O	O	_	_	_
mein	O	O	O	O	O	O	_	_	_
Lieben	O	O	O	O	O	O	_	_	_
