TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
und	O	O	O	O	O	O	_	_	_
erkrankte	O	O	O	O	O	O	_	_	_
hierselbst	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
27	O	O	O	O	O	O	_	_	_
12	O	O	O	O	O	O	_	_	_
27	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
eitriger	O	O	O	O	O	O	_	_	_
Zellenge	O	O	O	O	O	O	_	_	_
welsentzündung	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
keinen	O	O	O	O	O	O	_	_	_
Dienst	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
holte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
meiner	O	O	O	O	O	O	_	_	_
Frau	O	O	O	O	O	O	_	_	_
Urlaub	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
heut	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
Bezücher	O	O	O	O	O	O	_	_	_
fuhr	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
29	O	O	O	O	O	O	_	_	_
1	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Don	O	O	O	O	O	O	_	_	_
dewitz	O	O	O	O	O	O	_	_	_
ser	O	O	O	O	O	O	_	_	_
Anstal	O	O	O	O	O	O	_	_	_
zurück	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
Eltern	O	O	O	O	O	O	_	_	_
Ostern	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
besuchen	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Weihnachten	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Ostern	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
ihn	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
passendste	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Pfingsten	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Heute	O	O	O	O	O	O	_	_	_
konnter	O	O	O	O	O	O	_	_	_
schlecht	O	O	O	O	O	O	_	_	_
abkommen	O	O	O	O	O	O	_	_	_
Den	O	O	O	O	O	O	_	_	_
18	O	O	O	O	O	O	_	_	_
März	O	O	O	O	O	O	_	_	_
werde	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Mittelwalde	O	O	O	O	O	O	_	_	_
Hr	O	O	O	O	O	O	_	_	_
Habelschwerde	O	O	O	O	O	O	_	_	_
rasch	O	O	O	O	O	O	_	_	_
Qlat	O	O	O	O	O	O	_	_	_
zurückkehren	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
Frau	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
unsern	O	O	O	O	O	O	_	_	_
Liebling	O	O	O	O	O	O	_	_	_
abholte	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Ostern	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
meinen	O	O	O	O	O	O	_	_	_
Eltern	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Familienreise	O	O	O	O	O	O	_	_	_
verleben	O	O	O	O	O	O	_	_	_
