TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
brauchen	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
gefällt	O	O	O	O	O	O	_	_	_
blos	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
ihre	O	O	O	O	O	O	_	_	_
Schulden	O	O	O	O	O	O	_	_	_
macht	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
halt	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
Kopfschmerzen	O	O	O	O	O	O	_	_	_
Aber	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
ohnehin	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
viel	O	O	O	O	O	O	_	_	_
bezahlt	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
bliebe	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
Jah	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
soviel	O	O	O	O	O	O	_	_	_
übrig	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
dort	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
Sonat	O	O	O	O	O	O	_	_	_
Wenn	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
meiste	O	O	O	O	O	O	_	_	_
bezahlt	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
Zu	O	O	O	O	O	O	_	_	_
te	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
ha	O	O	O	O	O	O	_	_	_
gerne	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
Hoch	O	O	O	O	O	O	_	_	_
fast	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Breite	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
also	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Zeichen	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
ut	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
Hauptsache	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
bleibt	O	O	O	O	O	O	_	_	_
gesund	O	O	O	O	O	O	_	_	_
Im	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
Ende	O	O	O	O	O	O	_	_	_
Kinde	O	O	O	O	O	O	_	_	_
chen	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
hatt	O	O	O	O	O	O	_	_	_
ihre	O	O	O	O	O	O	_	_	_
Freude	O	O	O	O	O	O	_	_	_
Euere	O	O	O	O	O	O	_	_	_
Majore	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Klages	B-PER	O	O	O	O	O	_	_	_
dig	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
Was	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
schlages	O	O	O	O	O	O	_	_	_
Ges	O	O	O	O	O	O	_	_	_
macht	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
jedem	O	O	O	O	O	O	_	_	_
Bilde	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
In	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Fabriken	O	O	O	O	O	O	_	_	_
verdien	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Feüte	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
Wenn	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Sachen	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
Da	O	O	O	O	O	O	_	_	_
wäre	O	O	O	O	O	O	_	_	_
könnte	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
be	O	O	O	O	O	O	_	_	_
Frist	O	O	O	O	O	O	_	_	_
gehn	O	O	O	O	O	O	_	_	_
verdiente	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Woche	O	O	O	O	O	O	_	_	_
20	O	O	O	O	O	O	_	_	_
M	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
besser	O	O	O	O	O	O	_	_	_
geworden	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
Der	O	O	O	O	O	O	_	_	_
hörlich	O	O	O	O	O	O	_	_	_
Als	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Fabrik	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Sola	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
Bruder	O	O	O	O	O	O	_	_	_
Vorigen	O	O	O	O	O	O	_	_	_
Sonntag	O	O	O	O	O	O	_	_	_
waren	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
be	O	O	O	O	O	O	_	_	_
Großmutter	O	O	O	O	O	O	_	_	_
oben	O	O	O	O	O	O	_	_	_
Sonst	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
sieht	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
dick	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Kirche	O	O	O	O	O	O	_	_	_
schlagen	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Ferien	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
Josef	B-PER	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
nächster	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
richtiges	O	O	O	O	O	O	_	_	_
Wörtchen	O	O	O	O	O	O	_	_	_
reden	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
hedrig	O	O	O	O	O	O	_	_	_
wegen	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Bauplatz	O	O	O	O	O	O	_	_	_
Denn	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Judi	O	O	O	O	O	O	_	_	_
einverstanden	O	O	O	O	O	O	_	_	_
wäre	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
konnten	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
vielleicht	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
nächster	O	O	O	O	O	O	_	_	_
