TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
Gesinnung	O	O	O	O	O	O	_	_	_
belohnt	O	O	O	O	O	O	_	_	_
Auch	O	O	O	O	O	O	_	_	_
wünschen	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
Ihnen	O	O	O	O	O	O	_	_	_
vom	O	O	O	O	O	O	_	_	_
gan	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Herzen	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
einmal	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
dienender	O	O	O	O	O	O	_	_	_
Stellung	O	O	O	O	O	O	_	_	_
frei	O	O	O	O	O	O	_	_	_
ver	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
