TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
Über	O	O	O	O	O	O	_	_	_
Budapest	B-LOC	O	O	O	O	O	Q1781	_	_
und	O	O	O	O	O	O	_	_	_
hielten	O	O	O	O	O	O	_	_	_
hern	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Heimat	O	O	O	O	O	O	_	_	_
Weihnachten	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
finden	O	O	O	O	O	O	_	_	_
Bückst	O	O	O	O	O	O	_	_	_
Von	O	O	O	O	O	O	_	_	_
Konstantinopel	B-LOC	O	O	O	O	O	Q16869	_	_
ausführen	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
Wihnachtsfreude	O	O	O	O	O	O	_	_	_
dabei	O	O	O	O	O	O	_	_	_
Eine	O	O	O	O	O	O	_	_	_
Aufnahme	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
Dampfer	O	O	O	O	O	O	_	_	_
Richtung	O	O	O	O	O	O	_	_	_
Palating	B-LOC	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
Weihnachten	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Prusalem	B-LOC	O	O	O	O	O	_	_	_
vormittags	O	O	O	O	O	O	_	_	_
machten	O	O	O	O	O	O	_	_	_
lege	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
Am	O	O	O	O	O	O	_	_	_
nächsten	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
verleben	O	O	O	O	O	O	_	_	_
kamen	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
Jaff	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Hafen	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
Kopfenstag	O	O	O	O	O	O	_	_	_
fuhr	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Oberargau	B-LOC	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
Palästig	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
dürften	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
Land	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
wenigstens	O	O	O	O	O	O	_	_	_
einmal	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Jahre	O	O	O	O	O	O	_	_	_
24	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
russischen	O	O	O	O	O	O	_	_	_
Dampfer	O	O	O	O	O	O	_	_	_
gefahren	O	O	O	O	O	O	_	_	_
waren	O	O	O	O	O	O	_	_	_
Trotz	O	O	O	O	O	O	_	_	_
visum	O	O	O	O	O	O	_	_	_
schöne	O	O	O	O	O	O	_	_	_
Bergwelt	O	O	O	O	O	O	_	_	_
Den	O	O	O	O	O	O	_	_	_
Abend	O	O	O	O	O	O	_	_	_
verlebte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
meinem	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
sonstigen	O	O	O	O	O	O	_	_	_
Formalitäten	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
ließ	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Engländes	O	O	O	O	O	O	_	_	_
Freund	O	O	O	O	O	O	_	_	_
Hugo	O	O	O	O	O	O	_	_	_
latz	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
bekanten	O	O	O	O	O	O	_	_	_
Kapphassersteller	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
Land	O	O	O	O	O	O	_	_	_
Von	O	O	O	O	O	O	_	_	_
jedem	O	O	O	O	O	O	_	_	_
anderen	O	O	O	O	O	O	_	_	_
Schiff	O	O	O	O	O	O	_	_	_
gleich	O	O	O	O	O	O	_	_	_
welcher	O	O	O	O	O	O	_	_	_
Mit	O	O	O	O	O	O	_	_	_
seinen	O	O	O	O	O	O	_	_	_
Eltern	O	O	O	O	O	O	_	_	_
herrscht	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
bester	O	O	O	O	O	O	_	_	_
Einvernehmen	O	O	O	O	O	O	_	_	_
Nation	O	O	O	O	O	O	_	_	_
hätten	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
landen	O	O	O	O	O	O	_	_	_
dürfen	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Russen	O	O	O	O	O	O	_	_	_
hatten	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
Sylvesterfeier	O	O	O	O	O	O	_	_	_
halten	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Blub	O	O	O	O	O	O	_	_	_
ab	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
gewählt	O	O	O	O	O	O	_	_	_
weil	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
billiger	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
Alles	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
umsonst	O	O	O	O	O	O	_	_	_
richtig	O	O	O	O	O	O	_	_	_
zünftig	O	O	O	O	O	O	_	_	_
dabei	O	O	O	O	O	O	_	_	_
12	O	O	O	O	O	O	_	_	_
Uhr	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
alte	O	O	O	O	O	O	_	_	_
Jahr	O	O	O	O	O	O	_	_	_
1824	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Dampfer	O	O	O	O	O	O	_	_	_
mußte	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
zurück	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Konstantinopel	B-LOC	O	O	O	O	O	Q16869	_	_
nehmen	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
vorbei	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
fröhlichen	O	O	O	O	O	O	_	_	_
Profit	O	O	O	O	O	O	_	_	_
Neujahr	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
verlebten	O	O	O	O	O	O	_	_	_
Weihnachten	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
mittländischen	O	O	O	O	O	O	_	_	_
Meer	O	O	O	O	O	O	_	_	_
In	O	O	O	O	O	O	_	_	_
Konstantinopel	B-LOC	O	O	O	O	O	Q16869	_	_
kehrten	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
Ron	B-PER	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
München	B-LOC	O	O	O	O	O	Q1726	_	_
zurück	O	O	O	O	O	O	_	_	_
rutsche	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
ins	O	O	O	O	O	O	_	_	_
neue	O	O	O	O	O	O	_	_	_
