TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
sagen	O	O	O	O	O	O	_	_	_
ob	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
einverstanden	O	O	O	O	O	O	_	_	_
wäre	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
ihm	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
halben	O	O	O	O	O	O	_	_	_
Garten	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
ließ	O	O	O	O	O	O	_	_	_
falls	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
dan	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
hergäbe	O	O	O	O	O	O	_	_	_
möchte	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
ihm	O	O	O	O	O	O	_	_	_
ingen	O	O	O	O	O	O	_	_	_
wo	O	O	O	O	O	O	_	_	_
anders	O	O	O	O	O	O	_	_	_
1	O	O	O	O	O	O	_	_	_
Morgen	O	O	O	O	O	O	_	_	_
Ackerland	O	O	O	O	O	O	_	_	_
kaufen	O	O	O	O	O	O	_	_	_
Josef	B-PER	O	O	O	O	O	_	_	_
wurde	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
keine	O	O	O	O	O	O	_	_	_
Schrigkeiten	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
machen	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
glaube	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
wäre	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
besser	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
ganze	O	O	O	O	O	O	_	_	_
Haus	O	O	O	O	O	O	_	_	_
Kaufen	O	O	O	O	O	O	_	_	_
könnte	O	O	O	O	O	O	_	_	_
solange	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Schuster	O	O	O	O	O	O	_	_	_
lebt	O	O	O	O	O	O	_	_	_
Sollte	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
oder	O	O	O	O	O	O	_	_	_
davon	O	O	O	O	O	O	_	_	_
gerichts	O	O	O	O	O	O	_	_	_
wissen	O	O	O	O	O	O	_	_	_
wollen	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
Josef	B-PER	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
zweitemal	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
darum	O	O	O	O	O	O	_	_	_
bissen	O	O	O	O	O	O	_	_	_
Aber	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
wurde	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
besser	O	O	O	O	O	O	_	_	_
beraum	O	O	O	O	O	O	_	_	_
Josef	B-PER	O	O	O	O	O	_	_	_
sagt	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
baum	O	O	O	O	O	O	_	_	_
thun	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
günstig	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
geboten	O	O	O	O	O	O	_	_	_
100	O	O	O	O	O	O	_	_	_
Mk	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
gespart	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
würde	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
sorgen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Seinitz	O	O	O	O	O	O	_	_	_
Tante	O	O	O	O	O	O	_	_	_
birgt	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
ohne	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
vorzutragen	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
Marchen	B-PER	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
ihre	O	O	O	O	O	O	_	_	_
Schulden	O	O	O	O	O	O	_	_	_
bezahl	O	O	O	O	O	O	_	_	_
halt	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
hin	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
weder	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
schicken	O	O	O	O	O	O	_	_	_
blo	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
nächstes	O	O	O	O	O	O	_	_	_
Jahr	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
können	O	O	O	O	O	O	_	_	_
sondern	O	O	O	O	O	O	_	_	_
erst	O	O	O	O	O	O	_	_	_
1929	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Hoff	B-PER	O	O	O	O	O	_	_	_
läßt	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
deshalb	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
schön	O	O	O	O	O	O	_	_	_
grüßen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
bitten	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
dieser	O	O	O	O	O	O	_	_	_
Angelegenheit	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Hedwig	B-PER	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
schreiben	O	O	O	O	O	O	_	_	_
August	B-PER	O	O	O	O	O	_	_	_
weiß	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
bescheid	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
diesen	O	O	O	O	O	O	_	_	_
Dingen	O	O	O	O	O	O	_	_	_
Am	O	O	O	O	O	O	_	_	_
besten	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Schwager	O	O	O	O	O	O	_	_	_
Robert	B-PER	O	O	O	O	O	_	_	_
schriebe	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
denen	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
schreibt	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
überzeugend	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Schutter	O	O	O	O	O	O	_	_	_
hält	O	O	O	O	O	O	_	_	_
große	O	O	O	O	O	O	_	_	_
Masse	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
ihm	O	O	O	O	O	O	_	_	_
Wenn	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
geschrieben	O	O	O	O	O	O	_	_	_
habt	O	O	O	O	O	O	_	_	_
könnten	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
anderen	O	O	O	O	O	O	_	_	_
Franz	B-PER	O	O	O	O	O	_	_	_
Pom	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
August	B-PER	O	O	O	O	O	_	_	_
ihre	O	O	O	O	O	O	_	_	_
Scheinung	O	O	O	O	O	O	_	_	_
dazu	O	O	O	O	O	O	_	_	_
sprechen	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
Hofe	O	O	O	O	O	O	_	_	_
fug	O	O	O	O	O	O	_	_	_
