TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
u	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
drum	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
dran	O	O	O	O	O	O	_	_	_
hängt	O	O	O	O	O	O	_	_	_
übernommen	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
weiter	O	O	O	O	O	O	_	_	_
gewirtschaftet	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
heute	O	O	O	O	O	O	_	_	_
ohne	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Pfennig	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
Geschwister	O	O	O	O	O	O	_	_	_
gegeben	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
Da	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Josef	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
100	O	O	O	O	O	O	_	_	_
oder	O	O	O	O	O	O	_	_	_
200	O	O	O	O	O	O	_	_	_
Mk	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
zuhause	O	O	O	O	O	O	_	_	_
bekom	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
fall	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Hedwig	B-PER	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Tage	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
wo	O	O	O	O	O	O	_	_	_
Haus	O	O	O	O	O	O	_	_	_
übernahm	O	O	O	O	O	O	_	_	_
verzinsen	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
hatten	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
hönes	O	O	O	O	O	O	_	_	_
Geld	O	O	O	O	O	O	_	_	_
geschart	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Bau	O	O	O	O	O	O	_	_	_
unseres	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
