TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
alten	O	O	O	O	O	O	_	_	_
Vaterlande	O	O	O	O	O	O	_	_	_
thun	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
gerne	O	O	O	O	O	O	_	_	_
Es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Deutschland	B-LOC	O	O	O	O	O	Q183	_	_
halt	O	O	O	O	O	O	_	_	_
Wenige	O	O	O	O	O	O	_	_	_
Tage	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
Theklas	B-PER	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
keine	O	O	O	O	O	O	_	_	_
nichts	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
los	O	O	O	O	O	O	_	_	_
In	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Schlüterstraße	B-LOC	O	O	O	O	O	_	_	_
haft	O	O	O	O	O	O	_	_	_
Karte	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Deiner	O	O	O	O	O	O	_	_	_
Adresse	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
Amerika	O	O	O	O	O	O	_	_	_
Du	O	O	O	O	O	O	_	_	_
vergessen	O	O	O	O	O	O	_	_	_
dich	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
verabschieden	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
verbinde	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
gleich	O	O	O	O	O	O	_	_	_
beide	O	O	O	O	O	O	_	_	_
Antworfen	O	O	O	O	O	O	_	_	_
Bist	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Baronin	O	O	O	O	O	O	_	_	_
los	O	O	O	O	O	O	_	_	_
geworden	O	O	O	O	O	O	_	_	_
Nun	O	O	O	O	O	O	_	_	_
Froh	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Kante	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
Neuigkeiten	O	O	O	O	O	O	_	_	_
geschri	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
ock	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
glückliche	O	O	O	O	O	O	_	_	_
Ankunft	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
ben	O	O	O	O	O	O	_	_	_
Ergänzt	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
gegenseitig	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
neuen	O	O	O	O	O	O	_	_	_
Welt	O	O	O	O	O	O	_	_	_
berichtete	O	O	O	O	O	O	_	_	_
So	O	O	O	O	O	O	_	_	_
lange	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
Ein	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Wochen	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
möchte	O	O	O	O	O	O	_	_	_
halt	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Wasser	O	O	O	O	O	O	_	_	_
jemand	O	O	O	O	O	O	_	_	_
weiß	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
einer	O	O	O	O	O	O	_	_	_
Hochzeitstag	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
wünsche	O	O	O	O	O	O	_	_	_
müchig	O	O	O	O	O	O	_	_	_
Wie	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Thekla	B-PER	O	O	O	O	O	_	_	_
hörte	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Herzen	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
Gute	O	O	O	O	O	O	_	_	_
Gottes	O	O	O	O	O	O	_	_	_
reichsten	O	O	O	O	O	O	_	_	_
Segen	O	O	O	O	O	O	_	_	_
gefällt	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
drüben	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
Das	O	O	O	O	O	O	_	_	_
freut	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
Meine	O	O	O	O	O	O	_	_	_
besten	O	O	O	O	O	O	_	_	_
Wünsche	O	O	O	O	O	O	_	_	_
begleiten	O	O	O	O	O	O	_	_	_
Buch	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
Eingelebt	O	O	O	O	O	O	_	_	_
wirst	O	O	O	O	O	O	_	_	_
du	O	O	O	O	O	O	_	_	_
dich	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
Grüße	O	O	O	O	O	O	_	_	_
bitte	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Kinder	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Scholzes	O	O	O	O	O	O	_	_	_
vielmals	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
Es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
halt	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
ander	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
sei	O	O	O	O	O	O	_	_	_
Du	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
allen	O	O	O	O	O	O	_	_	_
herzlich	O	O	O	O	O	O	_	_	_
gegrüßt	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
drüben	O	O	O	O	O	O	_	_	_
Man	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
gar	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Deiner	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
Milie	B-PER	O	O	O	O	O	_	_	_
Glaube	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
gefunden	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
Mahlmann	B-PER	O	O	O	O	O	_	_	_
schweigt	O	O	O	O	O	O	_	_	_
Adresse	O	O	O	O	O	O	_	_	_
weißig	O	O	O	O	O	O	_	_	_
