TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
kannst	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
lieber	O	O	O	O	O	O	_	_	_
Franz	B-PER	O	O	O	O	O	_	_	_
sagen	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
Thekla	B-PER	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mein	O	O	O	O	O	O	_	_	_
Vormund	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
groben	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
geschrieben	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
tut	O	O	O	O	O	O	_	_	_
blos	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
gute	O	O	O	O	O	O	_	_	_
Robert	B-PER	O	O	O	O	O	_	_	_
leid	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Ihm	O	O	O	O	O	O	_	_	_
nie	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
nahe	O	O	O	O	O	O	_	_	_
treten	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
So	O	O	O	O	O	O	_	_	_
geärgert	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
alt	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	_
schrieben	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Hedel	B-PER	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
wissen	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
allerneuste	O	O	O	O	O	O	_	_	_
Da	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
Marie	B-PER	O	O	O	O	O	_	_	_
übergeschickt	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Buch	O	O	O	O	O	O	_	_	_
schrieb	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
krank	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
hatte	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Instan	O	O	O	O	O	O	_	_	_
ment	O	O	O	O	O	O	_	_	_
gemacht	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Ihn	O	O	O	O	O	O	_	_	_
au	O	O	O	O	O	O	_	_	_
gelesen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
sagte	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
böses	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
ander	O	O	O	O	O	O	_	_	_
denken	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
Bruder	O	O	O	O	O	O	_	_	_
Josef	B-PER	O	O	O	O	O	_	_	_
vieleich	O	O	O	O	O	O	_	_	_
