TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
u	O	O	O	O	O	O	_	_	_
sel	O	O	O	O	O	O	_	_	_
Barthel	B-PER	O	O	O	O	O	_	_	_
herzl	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
bevorstehen	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Namens	O	O	O	O	O	O	_	_	_
fast	O	O	O	O	O	O	_	_	_
Dir	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Stel	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
3	O	O	O	O	O	O	_	_	_
Feburtstag	O	O	O	O	O	O	_	_	_
Allen	O	O	O	O	O	O	_	_	_
anderen	O	O	O	O	O	O	_	_	_
Liben	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Maas	O	O	O	O	O	O	_	_	_
bötig	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Betrage	O	O	O	O	O	O	_	_	_
ausgefuret	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
oder	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
begehen	O	O	O	O	O	O	_	_	_
werden	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
nächsten	O	O	O	O	O	O	_	_	_
Briefschreiben	O	O	O	O	O	O	_	_	_
schliesse	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
innigste	O	O	O	O	O	O	_	_	_
Gratulation	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Im	O	O	O	O	O	O	_	_	_
debito	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
solchen	O	O	O	O	O	O	_	_	_
Tagen	O	O	O	O	O	O	_	_	_
uner	O	O	O	O	O	O	_	_	_
besonder	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	_
dacht	O	O	O	O	O	O	_	_	_
damit	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
Gottes	O	O	O	O	O	O	_	_	_
Gnade	O	O	O	O	O	O	_	_	_
3	O	O	O	O	O	O	_	_	_
Segen	O	O	O	O	O	O	_	_	_
allezeit	O	O	O	O	O	O	_	_	_
be	O	O	O	O	O	O	_	_	_
gleiche	O	O	O	O	O	O	_	_	_
Indem	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
meinen	O	O	O	O	O	O	_	_	_
Dank	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Kollar	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Postsendungen	O	O	O	O	O	O	_	_	_
wiederhole	O	O	O	O	O	O	_	_	_
gehe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Buche	O	O	O	O	O	O	_	_	_
ab	O	O	O	O	O	O	_	_	_
Do	O	O	O	O	O	O	_	_	_
schwister	O	O	O	O	O	O	_	_	_
5	O	O	O	O	O	O	_	_	_
Verwandte	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
meinen	O	O	O	O	O	O	_	_	_
ehrw	O	O	O	O	O	O	_	_	_
Oben	O	O	O	O	O	O	_	_	_
Bittschweifer	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
besonders	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
herzl	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Hl	B-OTH	O	O	O	O	O	_	_	_
Geistes	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Querer	O	O	O	O	O	O	_	_	_
dankbaren	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Schwägerin	O	O	O	O	O	O	_	_	_
R	B-PER	O	O	O	O	O	_	_	_
Bartholdine	I-PER	O	O	O	O	O	_	_	_
F	O	O	O	O	O	O	_	_	_
P	I-PER	O	O	O	O	O	_	_	_
S	I-PER	O	O	O	O	O	_	_	_
lebe	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Hl	B-OTH	O	O	O	O	O	_	_	_
Freieinige	O	O	O	O	O	O	_	_	_
Gott	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
unsern	O	O	O	O	O	O	_	_	_
Herz	O	O	O	O	O	O	_	_	_
Haak	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
5	O	O	O	O	O	O	_	_	_
§	O	O	O	O	O	O	_	_	_
25	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
Schla	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Bruder	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Verwandte	O	O	O	O	O	O	_	_	_
Leute	O	O	O	O	O	O	_	_	_
hielt	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Frl	O	O	O	O	O	O	_	_	_
Reuter	I-PER	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
gegenwärtig	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Essen	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
ihrer	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
aufhält	O	O	O	O	O	O	_	_	_
Deinen	O	O	O	O	O	O	_	_	_
lb	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
8	O	O	O	O	O	O	_	_	_
Kollar	O	O	O	O	O	O	_	_	_
wofür	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
herzlich	O	O	O	O	O	O	_	_	_
bedanke	O	O	O	O	O	O	_	_	_
Auch	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
3	O	O	O	O	O	O	_	_	_
Dollen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
letzten	O	O	O	O	O	O	_	_	_
Monaten	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Eich	O	O	O	O	O	O	_	_	_
mein	O	O	O	O	O	O	_	_	_
lb	O	O	O	O	O	O	_	_	_
Geschwister	O	O	O	O	O	O	_	_	_
arbeit	O	O	O	O	O	O	_	_	_
sage	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
gleichzeitig	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Jenigen	O	O	O	O	O	O	_	_	_
vergalte	O	O	O	O	O	O	_	_	_
Gott	O	O	O	O	O	O	_	_	_
Hätte	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
gemacher	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	_
schrieben	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
niemals	O	O	O	O	O	O	_	_	_
dazu	O	O	O	O	O	O	_	_	_
Bitte	O	O	O	O	O	O	_	_	_
Buch	O	O	O	O	O	O	_	_	_
gütig	O	O	O	O	O	O	_	_	_
entschuldigen	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
wollen	O	O	O	O	O	O	_	_	_
dass	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
whar	O	O	O	O	O	O	_	_	_
dafür	O	O	O	O	O	O	_	_	_
bedankte	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
freue	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
ungemein	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Besuch	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Frl	O	O	O	O	O	O	_	_	_
Reuter	I-PER	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
gewiss	O	O	O	O	O	O	_	_	_
vieles	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
fürliches	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
Buch	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
Leben	O	O	O	O	O	O	_	_	_
erfahren	O	O	O	O	O	O	_	_	_
werde	O	O	O	O	O	O	_	_	_
Dann	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
waschmerzen	O	O	O	O	O	O	_	_	_
dass	O	O	O	O	O	O	_	_	_
August	B-PER	O	O	O	O	O	_	_	_
voriges	O	O	O	O	O	O	_	_	_
Fa	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
gekommen	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
