TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
Agnes	B-PER	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Brüder	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Rausas	B-LOC	O	O	O	O	O	_	_	_
litz	O	O	O	O	O	O	_	_	_
Arbeit	O	O	O	O	O	O	_	_	_
Hier	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
vero	O	O	O	O	O	O	_	_	_
hoch	O	O	O	O	O	O	_	_	_
gehen	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
Frauen	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
Arbeiten	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
Männer	O	O	O	O	O	O	_	_	_
seine	O	O	O	O	O	O	_	_	_
ob	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ander	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
genug	O	O	O	O	O	O	_	_	_
verdienen	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
bestreiten	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
könnt	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
froh	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
braucht	O	O	O	O	O	O	_	_	_
Miete	O	O	O	O	O	O	_	_	_
zahlen	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
macht	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Stock	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
gröste	O	O	O	O	O	O	_	_	_
Auslage	O	O	O	O	O	O	_	_	_
Sonstiges	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
ziemlich	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
kaufen	O	O	O	O	O	O	_	_	_
Eier	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
billig	O	O	O	O	O	O	_	_	_
3945	O	O	O	O	O	O	_	_	_
Cout	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
gan	O	O	O	O	O	O	_	_	_
frischen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
gute	O	O	O	O	O	O	_	_	_
Eier	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Kate	O	O	O	O	O	O	_	_	_
brauch	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
2530	O	O	O	O	O	O	_	_	_
Art	B-PER	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Nutzen	O	O	O	O	O	O	_	_	_
Butter	B-OTH	FOOD	O	O	O	O	Q34172	_	_
ist	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
billiger	O	O	O	O	O	O	_	_	_
geworden	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
bekomme	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
30	O	O	O	O	O	O	_	_	_
laut	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
schöne	O	O	O	O	O	O	_	_	_
Butter	B-OTH	FOOD	O	O	O	O	Q34172	_	_
und	O	O	O	O	O	O	_	_	_
selb	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
5085	O	O	O	O	O	O	_	_	_
laut	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
