TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
gnädigen	O	O	O	O	O	O	_	_	_
Frau	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Kaufe	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
wurden	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
unsere	O	O	O	O	O	O	_	_	_
schrecklichen	O	O	O	O	O	O	_	_	_
Verhältnisse	O	O	O	O	O	O	_	_	_
verbreiten	O	O	O	O	O	O	_	_	_
Frau	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Gefälligkeit	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Rentner	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Rich	O	O	O	O	O	O	_	_	_
gesetzt	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Unrecht	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
Leben	O	O	O	O	O	O	_	_	_
ver	O	O	O	O	O	O	_	_	_
loren	O	O	O	O	O	O	_	_	_
Das	O	O	O	O	O	O	_	_	_
Wort	O	O	O	O	O	O	_	_	_
Rentinen	O	O	O	O	O	O	_	_	_
schließt	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
Entbehrun	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
wissen	O	O	O	O	O	O	_	_	_
waren	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Vermögen	O	O	O	O	O	O	_	_	_
person	O	O	O	O	O	O	_	_	_
Familie	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
heut	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
ause	O	O	O	O	O	O	_	_	_
angehen	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
offen	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
fer	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
1	O	O	O	O	O	O	_	_	_
Jun	O	O	O	O	O	O	_	_	_
niß	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
